"author","author_type","url","location","deal_type","accommodation_type","floor","floors_count","rooms_count","total_meters","price_per_month","commissions","district","street","house_number","underground","residential_complex"
"Екатерина Фатюшенко","realtor","https://www.cian.ru/rent/flat/317031776/","Москва","rent","flat","14","22","1","49","170000","0","Останкинский","проезд Ольминского","4","ВДНХ",""
"ID 7289129","realtor","https://www.cian.ru/rent/flat/316798331/","Москва","rent","flat","9","37","3","70","165000","0","Хорошево-Мневники","Шелепихинская набережная","34к1зд5","Шелепиха",""
"ID 61044557","homeowner","https://www.cian.ru/rent/flat/316251068/","Москва","rent","flat","2","16","4","97","170000","0","Обручевский","Ленинский проспект","99","Новаторская",""
"Las Vegas","real_estate_agent","https://www.cian.ru/rent/flat/316852052/","Москва","rent","flat","10","14","2","50","180000","0","Замоскворечье","3-й Монетчиковский переулок","15","Павелецкая",""
"EstateLiga","real_estate_agent","https://www.cian.ru/rent/flat/317052080/","Москва","rent","flat","12","25","2","140","170000","0","Можайский","Можайское шоссе","2","Кунцевская",""
"ID 22407653","homeowner","https://www.cian.ru/rent/flat/279628116/","Москва","rent","flat","14","15","3","60","170000","0","Даниловский","Автозаводская ","23С120","ЗИЛ",""
"INSIDE","real_estate_agent","https://www.cian.ru/rent/flat/317609379/","Москва","rent","flat","6","20","2","65","175000","0","Хорошевский","Хорошевское шоссе","25Ак2","Полежаевская",""
"ID 106936619","realtor","https://www.cian.ru/rent/flat/317112002/","Москва","rent","flat","4","10","2","58","180000","0","Хамовники","Смоленская ","7","Смоленская",""
"ID 96546247","homeowner","https://www.cian.ru/rent/flat/315267380/","Москва","rent","flat","6","12","2","70","180000","0","Можайский","Гжатская ","5к1","Давыдково",""
"ID 148108","realtor","https://www.cian.ru/rent/flat/312900322/","Москва","rent","flat","8","9","2","63.1","180000","0","Гагаринский","Ломоносовский проспект","23","Университет",""
"Джульетта Асаилова","realtor","https://www.cian.ru/rent/flat/312569405/","Москва","rent","flat","3","9","3","88","170000","0","Тверской","Селезневская ","4","Новослободская",""
"ID 92004079","homeowner","https://www.cian.ru/rent/flat/316788754/","Москва","rent","flat","4","8","2","61","170000","0","Дорогомилово","набережная Тараса Шевченко","3","Киевская",""
"МИЭЛЬ","real_estate_agent","https://www.cian.ru/rent/flat/317334178/","Москва","rent","flat","5","13","3","110","180000","0","Пресненский","Зоологическая ","26С2","Баррикадная",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/317203532/","Москва","rent","flat","4","11","2","63","175000","0","Пресненский","Краснопресненская набережная","2/1","Краснопресненская",""
"ID 90473320","homeowner","https://www.cian.ru/rent/flat/314396897/","Москва","rent","flat","5","8","3","80","179000","0","Хамовники"," Хамовнический Вал","38","Спортивная",""
"EMPIRE","real_estate_agent","https://www.cian.ru/rent/flat/316997316/","Москва","rent","flat","11","22","3","89","170000","0","Кунцево"," Академика Павлова","24","Молодёжная",""
"Ольга Морозова","realtor","https://www.cian.ru/rent/flat/316764190/","Москва","rent","flat","6","6","3","98","180000","0","Тверской","Васильевская ","15","Маяковская",""
"ID 18115359","homeowner","https://www.cian.ru/rent/flat/307704202/","Москва","rent","flat","14","24","3","60","180000","0","Соколиная гора","Окружной проезд","10Б","Измайлово",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/317611416/","Москва","rent","flat","11","23","3","89","170000","0","Кунцево"," Академика Павлова","24","Молодёжная",""
"Penny Lane Moscow","real_estate_agent","https://www.cian.ru/rent/flat/316191868/","Москва","rent","flat","14","17","4","175","180000","0","Можайский"," Вересаева","13","Давыдково",""
"EMPIRE","real_estate_agent","https://www.cian.ru/rent/flat/316173787/","Москва","rent","flat","7","11","2","82","170000","0","Мещанский","Протопоповский переулок","17С2","Проспект Мира",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/317107174/","Москва","rent","flat","26","41","2","63","180000","0","Раменки"," Василия Ланового","1к2","Аминьевская",""
"Penny Lane Moscow","real_estate_agent","https://www.cian.ru/rent/flat/314599097/","Москва","rent","flat","32","32","2","107","175000","0","Хорошевский","Чапаевский переулок","3","Аэропорт",""
"ID 129661043","realtor","https://www.cian.ru/rent/flat/315917831/","Москва","rent","flat","29","30","3","78","170000","0","Можайский"," Петра Алексеева","14","Давыдково",""
"Delight Realty","real_estate_agent","https://www.cian.ru/rent/flat/316897648/","Москва","rent","flat","5","11","2","65","170000","0","Якиманка"," Малая Полянка","2","Полянка",""
"ID 56002361","unknown","https://www.cian.ru/rent/flat/314982044/","Москва","rent","flat","3","5","2","58","168000","0","Пресненский","Вознесенский переулок","16/4","Тверская",""
"ID 104502041","homeowner","https://www.cian.ru/rent/flat/316602097/","Москва","rent","flat","6","17","3","79.3","165000","0","Хорошевский"," Полины Осипенко","18К2","ЦСКА",""
"Вертикаль","real_estate_agent","https://www.cian.ru/rent/flat/316410802/","Москва","rent","flat","11","21","3","89","170000","0","Кунцево"," Академика Павлова","24","Молодёжная",""
"EMPIRE","real_estate_agent","https://www.cian.ru/rent/flat/316990165/","Москва","rent","flat","2","2","3","75","170000","0","Тимирязевский","Тимирязевская ","33С6","Тимирязевская",""
"ID 264641","unknown","https://www.cian.ru/rent/flat/305261002/","Москва","rent","flat","2","25","2","60","170000","0","Очаково-Матвеевское","Нежинская ","3А","Матвеевская",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/315486811/","Москва","rent","flat","13","25","4","163","180000","0","Головинский","Пулковская ","4К1","Водный стадион",""
"Lab-недвижимость","real_estate_agent","https://www.cian.ru/rent/flat/315410676/","Москва","rent","flat","9","41","2","55","180000","0","Раменки","1-й Сетуньский проезд","8","Кутузовская",""
"Las Vegas","real_estate_agent","https://www.cian.ru/rent/flat/316886304/","Москва","rent","flat","25","31","2","60","165000","0","Хорошево-Мневники","Карамышевская набережная","2А","Народное Ополчение",""
"Samokhin group","real_estate_agent","https://www.cian.ru/rent/flat/316406936/","Москва","rent","flat","9","24","3","132","180000","0","Фили-Давыдково","Давыдковская ","16","Славянский бульвар",""
"KAIF","real_estate_agent","https://www.cian.ru/rent/flat/316715431/","Москва","rent","flat","6","20","3","70","170000","0","Алексеевский","Новоалексеевская ","16к4","Алексеевская",""
"ID 11128267","official_representative","https://www.cian.ru/rent/flat/317393143/","Москва","rent","flat","32","57","2","107","175000","0","Хорошевский","Чапаевский переулок","3","Аэропорт",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/316826056/","Москва","rent","flat","4","8","4","85","180000","0","Беговой","Ленинградский проспект","12","Белорусская",""
"БЕСТ недвижимость на Тверской","real_estate_agent","https://www.cian.ru/rent/flat/316487545/","Москва","rent","flat","15","31","4","132","170000","0","Кунцево","Ярцевская ","27к1","Молодёжная",""
"Вертикаль","real_estate_agent","https://www.cian.ru/rent/flat/316948711/","Москва","rent","flat","5","8","3","75","175000","0","Тверской","Старопименовский переулок","6","Маяковская",""
"Penny Lane Moscow","real_estate_agent","https://www.cian.ru/rent/flat/316909285/","Москва","rent","flat","1","3","4","192","180000","0","Митино","Муравская ","9","Пятницкое шоссе",""
"ID 53124147","unknown","https://www.cian.ru/rent/flat/317358292/","Москва","rent","flat","3","15","2","50","180000","0","Хорошевский","Ходынский бульвар","20А","ЦСКА",""
"CENTURY 21 RnB Estate","real_estate_agent","https://www.cian.ru/rent/flat/314895826/","Москва","rent","flat","21","27","2","57","163000","0","Хорошевский"," Зорге","9к2","Полежаевская",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/317088460/","Москва","rent","flat","5","7","2","60","180000","0","Хамовники","Смоленская-Сенная площадь","27С1а","Смоленская",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/316896794/","Москва","rent","flat","25","31","2","60","165000","0","Хорошево-Мневники","Карамышевская набережная","2А","Народное Ополчение",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/316844072/","Москва","rent","flat","4","8","2","61","170000","0","Дорогомилово","набережная Тараса Шевченко","3","Киевская",""
"Penny Lane Moscow","real_estate_agent","https://www.cian.ru/rent/flat/316983550/","Москва","rent","flat","5","8","3","75","175000","0","Тверской","Старопименовский переулок","6","Тверская",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/317088815/","Москва","rent","flat","2","6","2","61","180000","0","Филевский парк","Багратионовский проезд","5Ак1","Фили",""
"ID 63414","homeowner","https://www.cian.ru/rent/flat/256663768/","Москва","rent","flat","8","8","3","81","175000","0","Хорошевский","Хорошевское шоссе","88","Полежаевская",""
"EMPIRE","real_estate_agent","https://www.cian.ru/rent/flat/316900146/","Москва","rent","flat","4","8","3","99","170000","0","Пресненский"," Пресненский Вал","3","Улица 1905 года",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/316848570/","Москва","rent","flat","20","30","3","85","180000","0","Хорошево-Мневники","Карамышевская набережная","48К2","Бульвар Генерала Карбышева",""
"Вертикаль","real_estate_agent","https://www.cian.ru/rent/flat/314928759/","Москва","rent","flat","20","24","2","115","180000","0","Сокол"," Алабяна","13к1","Панфиловская",""
"Холдинг Профи","real_estate_agent","https://www.cian.ru/rent/flat/307902769/","Москва","rent","flat","3","24","2","43","170000","0","Красносельский","Большая Спасская ","35","Площадь трёх вокзалов",""
"ID 395995","realtor","https://www.cian.ru/rent/flat/306348255/","Москва","rent","flat","6","10","2","60","170000","0","Якиманка"," Малая Полянка","2","Полянка",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/317648530/","Москва","rent","flat","15","18","2","126","170000","0","Коньково","Профсоюзная ","96","Беляево",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/317086546/","Москва","rent","flat","28","37","2","101","180000","0","Хорошевский","Чапаевский переулок","3","Аэропорт",""
"EMPIRE","real_estate_agent","https://www.cian.ru/rent/flat/316208254/","Москва","rent","flat","21","27","2","57","166000","0","Хорошевский"," Зорге","9к2","Полежаевская",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/317518416/","Москва","rent","flat","4","10","2","81","172000","0","Тверской","3-я Тверская-Ямская ","52","Белорусская",""
"ID 12743433","homeowner","https://www.cian.ru/rent/flat/313226456/","Москва","rent","flat","8","18","3","87","165000","0","","проспект Магеллана","33","Филатов Луг",""
"ID 171656","real_estate_agent","https://www.cian.ru/rent/flat/304287304/","Москва","rent","flat","2","12","4","100","180000","0","Очаково-Матвеевское","Большая Очаковская ","42К1","Озёрная",""
"ID 81079418","unknown","https://www.cian.ru/rent/flat/315774204/","Москва","rent","flat","12","16","2","60","170000","0","Даниловский"," Архитектора Щусева","5к2","ЗИЛ",""
"ID 16742822","homeowner","https://www.cian.ru/rent/flat/317842159/","Москва","rent","flat","26","41","2","63","180000","0","Раменки"," Василия Ланового","1к1","Аминьевская",""
"Ярослав Бибиков","realtor","https://www.cian.ru/rent/flat/306361175/","Москва","rent","flat","4","10","2","81","174000","0","Тверской","3-я Тверская-Ямская ","52","Белорусская",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/317236421/","Москва","rent","flat","14","15","3","60","170000","0","Даниловский","Автозаводская ","23С120","ЗИЛ",""
"ID 68063703","realtor","https://www.cian.ru/rent/flat/315597766/","Москва","rent","flat","2","33","3","66","175000","0","Хорошево-Мневники","Причальный проезд","10к1","Шелепиха",""
"Capital Mars","real_estate_agent","https://www.cian.ru/rent/flat/317517410/","Москва","rent","flat","20","24","2","115","180000","0","Сокол"," Алабяна","13к1","Панфиловская",""
